ENST00000683351.1	NM_001354761.2	ADD1	MANE Select
ENST00000264436.9	NM_001617.4	ADD2	MANE Select
ENST00000356080.9	NM_016824.5	ADD3	MANE Select
ENST00000276914.7	NM_001122.4	PLIN2	MANE Select
ENST00000209668.3	NM_000667.4	ADH1A	MANE Select
ENST00000305046.13	NM_000668.6	ADH1B	MANE Select
ENST00000515683.6	NM_000669.5	ADH1C	MANE Select
ENST00000265512.12	NM_000670.5	ADH4	MANE Select
ENST00000296412.14	NM_000671.4	ADH5	MANE Select
ENST00000394899.6	NM_001102470.2	ADH6	MANE Select
ENST00000437033.7	NM_000673.7	ADH7	MANE Select
ENST00000539909.6	NM_006721.4	ADK	MANE Select
ENST00000278175.10	NM_001124.3	ADM	MANE Select
ENST00000337894.9	NM_000674.3	ADORA1	MANE Select
ENST00000337539.12	NM_000675.6	ADORA2A	MANE Select
ENST00000304222.3	NM_000676.4	ADORA2B	MANE Select
ENST00000241356.5	NM_000677.4	ADORA3	MANE Select
ENST00000357003.8	NM_001125.4	ADPRH	MANE Select
ENST00000366794.10	NM_001618.4	PARP1	MANE Select
ENST00000381989.4	NM_006437.4	PARP4	MANE Select
ENST00000379453.6	NM_000678.4	ADRA1D	MANE Select
ENST00000306675.5	NM_000679.4	ADRA1B	MANE Select
ENST00000380573.4	NM_000680.4	ADRA1A	MANE Select
ENST00000280155.4	NM_000681.4	ADRA2A	MANE Select
ENST00000620793.2	NM_000682.7	ADRA2B	MANE Select
ENST00000330055.7	NM_000683.4	ADRA2C	MANE Select
ENST00000369295.4	NM_000684.3	ADRB1	MANE Select
ENST00000305988.6	NM_000024.6	ADRB2	MANE Select
ENST00000345060.5	NM_000025.3	ADRB3	MANE Select
ENST00000308595.10	NM_001619.5	GRK2	MANE Select
ENST00000324198.11	NM_005160.4	GRK3	MANE Select
ENST00000623063.3	NM_000026.4	ADSL	MANE Select
ENST00000366535.4	NM_001126.5	ADSS2	MANE Select
ENST00000354293.10	NM_130787.3	AP2A1	MANE Select
ENST00000448903.7	NM_012305.4	AP2A2	MANE Select
ENST00000357586.7	NM_001127.4	AP1B1	MANE Select
ENST00000610402.5	NM_001030006.2	AP2B1	MANE Select
ENST00000299980.9	NM_001128.6	AP1G1	MANE Select
ENST00000223357.8	NM_001129.5	AEBP1	MANE Select
ENST00000327141.9	NM_001130.6	TLE5	MANE Select
ENST00000335847.9	NM_001131.3	CRISP1	MANE Select
ENST00000226355.5	NM_001133.2	AFM	MANE Select
ENST00000395792.7	NM_001134.3	AFP	MANE Select
ENST00000264595.7	NM_000027.4	AGA	MANE Select
ENST00000560601.4	NM_001369268.1	ACAN	MANE Select
ENST00000375076.9	NM_001136.5	AGER	MANE Select
ENST00000361915.8	NM_000642.3	AGL	MANE Select
ENST00000290953.3	NM_001138.2	AGRP	MANE Select
ENST00000254958.10	NM_000214.3	JAG1	MANE Select
ENST00000366667.6	NM_001384479.1	AGT	MANE Select
ENST00000349243.8	NM_000685.5	AGTR1	MANE Select
ENST00000371906.5	NM_000686.5	AGTR2	MANE Select
ENST00000606794.2	NM_005161.6	APLNR	MANE Select
ENST00000307503.4	NM_000030.3	AGXT	MANE Select
ENST00000378970.5	NM_000475.5	NR0B1	MANE Select
ENST00000217426.7	NM_000687.4	AHCY	MANE Select
ENST00000242057.9	NM_001621.5	AHR	MANE Select
ENST00000411641.7	NM_001622.4	AHSG	MANE Select
ENST00000376059.8	NM_001623.5	AIF1	MANE Select
ENST00000633556.3	NM_001371242.2	CRYBG1	MANE Select
ENST00000644144.2	NM_000476.3	AK1	MANE Select
ENST00000672715.1	NM_001625.4	AK2	MANE Select
ENST00000327299.8	NM_013410.4	AK4	MANE Select
ENST00000649815.2	NM_001382430.1	AKT1	MANE Select
ENST00000392038.7	NM_001626.6	AKT2	MANE Select
ENST00000409155.8	NM_000031.6	ALAD	MANE Select
ENST00000484952.6	NM_000688.6	ALAS1	MANE Select
ENST00000650242.1	NM_000032.5	ALAS2	MANE Select
ENST00000295897.9	NM_000477.7	ALB	MANE Select
ENST00000306107.9	NM_001627.4	ALCAM	MANE Select
ENST00000218104.6	NM_000033.4	ABCD1	MANE Select
ENST00000297785.8	NM_000689.5	ALDH1A1	MANE Select
ENST00000261733.7	NM_000690.4	ALDH2	MANE Select
ENST00000225740.11	NM_000691.5	ALDH3A1	MANE Select
ENST00000377698.4	NM_000692.5	ALDH1B1	MANE Select
ENST00000329841.10	NM_000693.4	ALDH1A3	MANE Select
ENST00000342456.11	NM_000694.4	ALDH3B1	MANE Select
ENST00000673966.2	NM_001393402.2	ALDH3B2	MANE Select
ENST00000354775.5	NM_000696.4	ALDH9A1	MANE Select
ENST00000176643.11	NM_000382.3	ALDH3A2	MANE Select
ENST00000308666.4	NM_005164.4	ABCD2	MANE Select
ENST00000642816.3	NM_001243177.4	ALDOA	MANE Select
ENST00000647789.2	NM_000035.4	ALDOB	MANE Select
ENST00000226253.9	NM_005165.3	ALDOC	MANE Select
ENST00000285930.9	NM_001628.4	AKR1B1	MANE Select
ENST00000389048.8	NM_004304.5	ALK	MANE Select
ENST00000251535.11	NM_000697.3	ALOX12	MANE Select
ENST00000374391.7	NM_000698.5	ALOX5	MANE Select
ENST00000380490.5	NM_001629.4	ALOX5AP	MANE Select
ENST00000647874.1	NM_001139.3	ALOX12B	MANE Select
ENST00000293761.8	NM_001140.5	ALOX15	MANE Select
ENST00000380183.9	NM_001141.3	ALOX15B	MANE Select
ENST00000295463.4	NM_001631.5	ALPI	MANE Select
ENST00000374840.8	NM_000478.6	ALPL	MANE Select
ENST00000392027.3	NM_001632.5	ALPP	MANE Select
ENST00000295453.8	NM_031313.3	ALPG	MANE Select
ENST00000647563.2	NM_006492.3	ALX3	MANE Select
ENST00000322937.10	NM_016519.6	AMBN	MANE Select
ENST00000265132.8	NM_001633.4	AMBP	MANE Select
ENST00000368885.8	NM_001634.6	AMD1	MANE Select
ENST00000380714.7	NM_001142.2	AMELX	MANE Select
ENST00000651267.2	NM_001143.2	AMELY	MANE Select
ENST00000290649.10	NM_001144.6	AMFR	MANE Select
ENST00000221496.5	NM_000479.5	AMH	MANE Select
ENST00000257863.9	NM_020547.3	AMHR2	MANE Select
ENST00000520113.7	NM_000036.3	AMPD1	MANE Select
ENST00000528667.7	NM_001368809.2	AMPD2	MANE Select
ENST00000396553.7	NM_001025389.2	AMPD3	MANE Select
ENST00000356264.7	NM_001635.4	AMPH	MANE Select
ENST00000316724.10	NM_139343.3	BIN1	MANE Select
ENST00000273588.9	NM_000481.4	AMT	MANE Select
ENST00000370083.9	NM_004038.4	AMY1A	MANE Select
ENST00000330330.10	NM_001008218.2	AMY1B	MANE Select
ENST00000622339.5	NM_001008219.3	AMY1C	MANE Select
ENST00000414303.7	NM_000699.4	AMY2A	MANE Select
ENST00000684275.1	NM_001387437.1	AMY2B	MANE Select
ENST00000397990.5	NM_001097577.3	ANG	MANE Select
ENST00000517746.6	NM_001146.5	ANGPT1	MANE Select
ENST00000629816.3	NM_001118887.2	ANGPT2	MANE Select
ENST00000289734.13	NM_000037.4	ANK1	MANE Select
ENST00000357077.9	NM_001148.6	ANK2	MANE Select
ENST00000280772.7	NM_020987.5	ANK3	MANE Select
ENST00000300060.7	NM_001150.3	ANPEP	MANE Select
ENST00000281456.11	NM_001151.4	SLC25A4	MANE Select
ENST00000317881.9	NM_001152.5	SLC25A5	MANE Select
ENST00000381401.11	NM_001636.4	SLC25A6	MANE Select
ENST00000257497.11	NM_000700.3	ANXA1	MANE Select
ENST00000451270.7	NM_004039.3	ANXA2	MANE Select
ENST00000264908.11	NM_005139.3	ANXA3	MANE Select
ENST00000394295.6	NM_001153.5	ANXA4	MANE Select
ENST00000296511.10	NM_001154.4	ANXA5	MANE Select
ENST00000354546.10	NM_001155.5	ANXA6	MANE Select
ENST00000372921.10	NM_001156.5	ANXA7	MANE Select
ENST00000422982.8	NM_145868.2	ANXA11	MANE Select
ENST00000419625.6	NM_004306.4	ANXA13	MANE Select
ENST00000617537.5	NM_001637.4	AOAH	MANE Select
ENST00000253799.8	NM_009590.4	AOC2	MANE Select
ENST00000374700.7	NM_001159.4	AOX1	MANE Select
ENST00000551964.6	NM_181861.2	APAF1	MANE Select
ENST00000379158.7	NM_001161.5	NUDT2	MANE Select
ENST00000398189.4	NM_001638.4	APOF	MANE Select
ENST00000265381.7	NM_001163.4	APBA1	MANE Select
ENST00000683413.1	NM_001353788.2	APBA2	MANE Select
ENST00000609360.6	NM_001164.5	APBB1	MANE Select
ENST00000508593.6	NM_004307.2	APBB2	MANE Select
ENST00000257430.9	NM_000038.6	APC	MANE Select
ENST00000255040.3	NM_001639.4	APCS	MANE Select
ENST00000291582.6	NM_000383.4	AIRE	MANE Select
ENST00000296456.10	NM_001640.4	APEH	MANE Select
ENST00000216714.8	NM_001641.4	APEX1	MANE Select
ENST00000227758.7	NM_001166.5	BIRC2	MANE Select
ENST00000263464.9	NM_001165.5	BIRC3	MANE Select
ENST00000371199.8	NM_001167.4	XIAP	MANE Select
ENST00000350051.8	NM_001168.3	BIRC5	MANE Select
ENST00000221891.9	NM_001024807.3	APLP1	MANE Select
ENST00000338167.10	NM_001142276.2	APLP2	MANE Select
ENST00000236850.5	NM_000039.3	APOA1	MANE Select
ENST00000367990.7	NM_001643.2	APOA2	MANE Select
ENST00000357780.5	NM_000482.4	APOA4	MANE Select
ENST00000233242.5	NM_000384.3	APOB	MANE Select
ENST00000229304.5	NM_001644.5	APOBEC1	MANE Select
ENST00000592535.6	NM_001645.5	APOC1	MANE Select
ENST00000219660.6	NM_001169.3	AQP8	MANE Select
ENST00000252490.7	NM_000483.5	APOC2	MANE Select
ENST00000227667.8	NM_000040.3	APOC3	MANE Select
ENST00000592954.2	NM_001646.3	APOC4	MANE Select
ENST00000343267.8	NM_001647.4	APOD	MANE Select
ENST00000252486.9	NM_000041.4	APOE	MANE Select
ENST00000205948.11	NM_000042.3	APOH	MANE Select
ENST00000346798.8	NM_000484.4	APP	MANE Select
ENST00000378364.8	NM_000485.3	APRT	MANE Select
ENST00000326003.7	NM_001648.2	KLK3	MANE Select
ENST00000652046.1	NM_000043.6	FAS	MANE Select
ENST00000367721.3	NM_000639.3	FASLG	MANE Select
ENST00000380913.8	NM_001649.4	SHROOM2	MANE Select
ENST00000311813.11	NM_198098.4	AQP1	MANE Select
ENST00000199280.4	NM_000486.6	AQP2	MANE Select
ENST00000297991.6	NM_004925.5	AQP3	MANE Select
ENST00000383168.9	NM_001650.7	AQP4	MANE Select
ENST00000293599.7	NM_001651.4	AQP5	MANE Select
ENST00000315520.10	NM_001652.4	AQP6	MANE Select
ENST00000297988.6	NM_001170.3	AQP7	MANE Select
ENST00000219919.9	NM_020980.5	AQP9	MANE Select
ENST00000374690.9	NM_000044.6	AR	MANE Select
ENST00000205557.12	NM_001171.6	ABCC6	MANE Select
ENST00000377045.9	NM_001654.5	ARAF	MANE Select
ENST00000264028.5	NM_001655.5	ARCN1	MANE Select
ENST00000231524.14	NM_001656.4	TRIM23	MANE Select
ENST00000395748.8	NM_001657.4	AREG	MANE Select
ENST00000272102.10	NM_001658.4	ARF1	MANE Select
ENST00000256682.9	NM_001659.3	ARF3	MANE Select
ENST00000303436.11	NM_001660.4	ARF4	MANE Select
ENST00000320033.5	NM_001661.4	ARL4D	MANE Select
ENST00000000233.10	NM_001662.4	ARF5	MANE Select
ENST00000298316.7	NM_001663.4	ARF6	MANE Select
ENST00000368087.8	NM_000045.4	ARG1	MANE Select
ENST00000261783.4	NM_001172.4	ARG2	MANE Select
ENST00000418115.6	NM_001664.4	RHOA	MANE Select
ENST00000272233.6	NM_004040.4	RHOB	MANE Select
ENST00000339083.12	NM_175744.5	RHOC	MANE Select
ENST00000263895.9	NM_005168.5	RND3	MANE Select
ENST00000351018.5	NM_001665.4	RHOG	MANE Select
ENST00000311956.9	NM_004308.5	ARHGAP1	MANE Select
ENST00000350060.10	NM_001666.5	ARHGAP4	MANE Select
ENST00000345122.8	NM_001030055.2	ARHGAP5	MANE Select
ENST00000337414.9	NM_013427.3	ARHGAP6	MANE Select
ENST00000269321.12	NM_004309.6	ARHGDIA	MANE Select
ENST00000228945.9	NM_001175.7	ARHGDIB	MANE Select
ENST00000219409.8	NM_001176.4	ARHGDIG	MANE Select
ENST00000381799.10	NM_004310.5	RHOH	MANE Select
ENST00000261636.13	NM_001177.6	ARL1	MANE Select
ENST00000298231.5	NM_005169.4	PHOX2A	MANE Select
ENST00000246747.9	NM_001667.4	ARL2	MANE Select
ENST00000260746.6	NM_004311.4	ARL3	MANE Select
ENST00000358595.10	NM_001668.4	ARNT	MANE Select
ENST00000403290.6	NM_001297719.2	BMAL1	MANE Select
ENST00000307959.9	NM_004312.3	ARR3	MANE Select
ENST00000420843.7	NM_004041.5	ARRB1	MANE Select
ENST00000269260.7	NM_004313.4	ARRB2	MANE Select
ENST00000216124.10	NM_000487.6	ARSA	MANE Select
ENST00000264914.10	NM_000046.5	ARSB	MANE Select
ENST00000674429.1	NM_001320752.2	STS	MANE Select
ENST00000381154.6	NM_001669.4	ARSD	MANE Select
ENST00000381134.9	NM_000047.3	ARSL	MANE Select
ENST00000381127.6	NM_001201539.2	ARSF	MANE Select
ENST00000250693.2	NM_004314.3	ART1	MANE Select
ENST00000355810.9	NM_001130016.3	ART3	MANE Select
ENST00000228936.6	NM_021071.4	ART4	MANE Select
ENST00000263207.8	NM_001670.3	ARVCF	MANE Select
ENST00000637790.2	NM_177924.5	ASAH1	MANE Select
ENST00000266744.4	NM_004316.4	ASCL1	MANE Select
ENST00000331289.5	NM_005170.3	ASCL2	MANE Select
ENST00000269299.8	NM_001671.5	ASGR1	MANE Select
ENST00000691900.1	NM_001201352.2	ASGR2	MANE Select
ENST00000374954.4	NM_001672.3	ASIP	MANE Select
ENST00000304874.14	NM_000048.4	ASL	MANE Select
ENST00000381241.9	NM_001171038.2	ASMT	MANE Select
ENST00000357332.8	NM_004317.4	GET3	MANE Select
ENST00000394308.8	NM_001673.5	ASNS	MANE Select
ENST00000263080.3	NM_000049.4	ASPA	MANE Select
ENST00000379454.9	NM_004318.4	ASPH	MANE Select
ENST00000352480.10	NM_054012.4	ASS1	MANE Select
ENST00000361833.7	NM_004319.3	ASTN1	MANE Select
ENST00000367698.4	NM_000488.4	SERPINC1	MANE Select
ENST00000268489.10	NM_006885.4	ZFHX3	MANE Select
ENST00000262053.8	NM_005171.5	ATF1	MANE Select
ENST00000341491.9	NM_001674.4	ATF3	MANE Select
ENST00000674920.3	NM_182810.3	ATF4	MANE Select
ENST00000236959.14	NM_004044.7	ATIC	MANE Select
ENST00000675843.1	NM_000051.4	ATM	MANE Select
ENST00000400908.7	NM_001042681.2	RERE	MANE Select
ENST00000306011.6	NM_005172.2	ATOH1	MANE Select
ENST00000313115.11	NM_004045.4	ATOX1	MANE Select
ENST00000295598.10	NM_000701.8	ATP1A1	MANE Select
ENST00000361216.8	NM_000702.4	ATP1A2	MANE Select
ENST00000648268.1	NM_152296.5	ATP1A3	MANE Select
ENST00000381946.5	NM_001676.7	ATP12A	MANE Select
ENST00000368081.9	NM_144699.4	ATP1A4	MANE Select
ENST00000367815.9	NM_001677.4	ATP1B1	MANE Select
ENST00000250111.9	NM_001678.5	ATP1B2	MANE Select
ENST00000286371.8	NM_001679.4	ATP1B3	MANE Select
ENST00000292079.7	NM_001680.5	FXYD2	MANE Select
ENST00000395503.9	NM_004320.6	ATP2A1	MANE Select
ENST00000539276.7	NM_170665.4	ATP2A2	MANE Select
ENST00000397041.8	NM_005173.4	ATP2A3	MANE Select
ENST00000428670.8	NM_001366521.1	ATP2B1	MANE Select
ENST00000360273.7	NM_001001331.4	ATP2B2	MANE Select
ENST00000263519.5	NM_001001344.3	ATP2B3	MANE Select
ENST00000357681.10	NM_001684.5	ATP2B4	MANE Select
ENST00000262623.4	NM_000704.3	ATP4A	MANE Select
ENST00000335288.5	NM_000705.4	ATP4B	MANE Select
ENST00000398752.11	NM_004046.6	ATP5F1A	MANE Select
ENST00000409134.8	NM_001182.5	ALDH7A1	MANE Select
ENST00000262030.8	NM_001686.4	ATP5F1B	MANE Select
ENST00000356708.12	NM_001001973.3	ATP5F1C	MANE Select
ENST00000215375.7	NM_001687.5	ATP5F1D	MANE Select
ENST00000243997.8	NM_006886.4	ATP5F1E	MANE Select
ENST00000369722.8	NM_001688.5	ATP5PB	MANE Select
ENST00000393366.7	NM_005175.3	ATP5MC1	MANE Select
ENST00000394349.9	NM_005176.7	ATP5MC2	MANE Select
ENST00000284727.9	NM_001689.5	ATP5MC3	MANE Select
ENST00000304312.5	NM_007100.4	ATP5ME	MANE Select
ENST00000284971.8	NM_001003703.2	ATP5PF	MANE Select
ENST00000273398.8	NM_001690.4	ATP6V1A	MANE Select
ENST00000234396.10	NM_001692.4	ATP6V1B1	MANE Select
ENST00000276390.7	NM_001693.4	ATP6V1B2	MANE Select
ENST00000330398.9	NM_001694.4	ATP6V0C	MANE Select
ENST00000518738.2	NM_001695.5	ATP6V1C1	MANE Select
ENST00000253413.10	NM_001696.4	ATP6V1E1	MANE Select
ENST00000472174.7	NM_004047.5	ATP6V0B	MANE Select
ENST00000303892.10	NM_130463.4	ATP6V1G2	MANE Select
ENST00000343619.9	NM_001130021.3	ATP6V0A1	MANE Select
ENST00000369762.7	NM_001183.6	ATP6AP1	MANE Select
ENST00000341514.11	NM_000052.7	ATP7A	MANE Select
ENST00000290299.7	NM_001697.3	ATP5PO	MANE Select
ENST00000242839.10	NM_000053.4	ATP7B	MANE Select
ENST00000350721.9	NM_001184.4	ATR	MANE Select
ENST00000373344.11	NM_000489.6	ATRX	MANE Select
ENST00000498729.9	NM_001244008.2	KIF1A	MANE Select
ENST00000375731.9	NM_001698.3	AUH	MANE Select
ENST00000377526.4	NM_181575.5	AUP1	MANE Select
ENST00000380293.3	NM_000490.5	AVP	MANE Select
ENST00000299178.4	NM_000706.5	AVPR1A	MANE Select
ENST00000367126.5	NM_000707.5	AVPR1B	MANE Select
ENST00000646375.2	NM_000054.7	AVPR2	MANE Select
ENST00000301178.9	NM_021913.5	AXL	MANE Select
ENST00000292401.9	NM_001185.4	AZGP1	MANE Select
ENST00000233997.4	NM_001700.5	AZU1	MANE Select
ENST00000648006.3	NM_004048.4	B2M	MANE Select
ENST00000259407.7	NM_001701.4	BAAT	MANE Select
ENST00000286800.8	NM_001186.4	BACH1	MANE Select
ENST00000309032.8	NM_032989.3	BAD	MANE Select
ENST00000634734.3	NM_004323.6	BAG1	MANE Select
ENST00000517894.6	NM_001702.3	ADGRB1	MANE Select
ENST00000373658.8	NM_001364857.2	ADGRB2	MANE Select
ENST00000370598.6	NM_001704.3	ADGRB3	MANE Select
ENST00000374467.4	NM_001188.4	BAK1	MANE Select
ENST00000382438.6	NM_001189.4	NKX3-2	MANE Select
ENST00000260947.9	NM_000465.4	BARD1	MANE Select
ENST00000345358.12	NM_138761.4	BAX	MANE Select
ENST00000318312.12	NM_024649.5	BBS1	MANE Select
ENST00000245157.11	NM_031885.5	BBS2	MANE Select
ENST00000268057.9	NM_033028.5	BBS4	MANE Select
ENST00000261192.12	NM_005504.7	BCAT1	MANE Select
ENST00000316273.11	NM_001190.4	BCAT2	MANE Select
ENST00000264381.8	NM_000055.4	BCHE	MANE Select
ENST00000269980.7	NM_000709.4	BCKDHA	MANE Select
ENST00000320393.9	NM_183050.4	BCKDHB	MANE Select
ENST00000227507.3	NM_053056.3	CCND1	MANE Select
ENST00000333681.5	NM_000633.3	BCL2	MANE Select
ENST00000267953.4	NM_004049.4	BCL2A1	MANE Select
ENST00000307677.5	NM_138578.3	BCL2L1	MANE Select
ENST00000250405.10	NM_004050.5	BCL2L2	MANE Select
ENST00000164227.10	NM_005178.5	BCL3	MANE Select
ENST00000406870.7	NM_001706.5	BCL6	MANE Select
ENST00000261822.5	NM_001024808.3	BCL7A	MANE Select
ENST00000234739.8	NM_004326.4	BCL9	MANE Select
ENST00000053243.6	NM_001192.3	TNFRSF17	MANE Select
ENST00000251287.3	NM_001194.4	HCN2	MANE Select
ENST00000249389.3	NM_001385125.1	OPN1SW	MANE Select
ENST00000305877.13	NM_004327.4	BCR	MANE Select
ENST00000359273.8	NM_001079866.2	BCS1L	MANE Select
ENST00000392379.6	NM_203314.3	BDH1	MANE Select
ENST00000216629.11	NM_000710.4	BDKRB1	MANE Select
ENST00000554311.2	NM_001379692.1	BDKRB2	MANE Select
ENST00000356660.9	NM_001709.5	BDNF	MANE Select
ENST00000425368.7	NM_001710.6	CFB	MANE Select
ENST00000377873.8	NM_001195.5	BFSP1	MANE Select
ENST00000368272.5	NM_199173.6	BGLAP	MANE Select
ENST00000331595.9	NM_001711.6	BGN	MANE Select
ENST00000161559.11	NM_001712.5	CEACAM1	MANE Select
ENST00000274353.10	NM_001713.3	BHMT	MANE Select
ENST00000652176.1	NM_001714.4	BICD1	MANE Select
ENST00000622694.5	NM_001196.4	BID	MANE Select
ENST00000216115.3	NM_001197.5	BIK	MANE Select
ENST00000369096.9	NM_001198.4	PRDM1	MANE Select
ENST00000259089.9	NM_001715.3	BLK	MANE Select
ENST00000355112.8	NM_000057.4	BLM	MANE Select
ENST00000261714.11	NM_000386.4	BLMH	MANE Select
ENST00000292174.5	NM_001716.5	CXCR5	MANE Select
ENST00000265523.9	NM_000712.4	BLVRA	MANE Select
ENST00000263368.9	NM_000713.3	BLVRB	MANE Select
ENST00000345382.7	NM_001717.4	BNC1	MANE Select
ENST00000376663.8	NM_005180.9	BMI1	MANE Select
ENST00000306349.13	NM_001199.4	BMP1	MANE Plus Clinical
ENST00000306385.10	NM_006129.5	BMP1	MANE Select
ENST00000378827.5	NM_001200.4	BMP2	MANE Select
ENST00000282701.4	NM_001201.5	BMP3	MANE Select
ENST00000245451.9	NM_001202.6	BMP4	MANE Select
ENST00000370830.4	NM_021073.4	BMP5	MANE Select
ENST00000283147.7	NM_001718.6	BMP6	MANE Select
ENST00000395863.8	NM_001719.3	BMP7	MANE Select
ENST00000372827.8	NM_001720.5	BMP8B	MANE Select
ENST00000372037.8	NM_004329.3	BMPR1A	MANE Select
ENST00000515059.6	NM_001203.3	BMPR1B	MANE Select
ENST00000374580.10	NM_001204.7	BMPR2	MANE Select
ENST00000348343.11	NM_203281.3	BMX	MANE Select
ENST00000306433.9	NM_001722.3	POLR3D	MANE Select
ENST00000351486.10	NM_001205.3	BNIP1	MANE Select
ENST00000607373.6	NM_004330.4	BNIP2	MANE Select
ENST00000368636.9	NM_004052.4	BNIP3	MANE Select
ENST00000380629.7	NM_004331.3	BNIP3L	MANE Select
ENST00000318407.5	NM_032515.5	BOK	MANE Select
ENST00000370765.11	NM_001723.7	DST	MANE Plus Clinical
ENST00000680361.1	NM_001374736.1	DST	MANE Select
ENST00000648323.1	NM_023067.4	FOXL2	MANE Select
ENST00000344924.8	NM_001724.5	BPGM	MANE Select
ENST00000380379.10	NM_004332.4	BPHL	MANE Select
ENST00000642449.2	NM_001725.3	BPI	MANE Select
ENST00000357654.9	NM_007294.4	BRCA1	MANE Select
